#1
double K(937,3)
0.5457752551286085 703.5014628448257 0.0034453704835224657
0.5482247448713916 703.4424763259983 0.003458225306835233
0.55 703.3999715315176 0.00346753992132476
0.5507752551286085 703.3814758368868 0.0034716071409614576
0.5532247448713916 703.3232924524141 0.003484456020414929
0.555 703.2813652371584 0.003493766435686093
0.5557752551286084 703.2631205420084 0.003497831849967312
0.5582247448713915 703.205725587972 0.003510675138163645
0.56 703.1643654265939 0.0035199816077901096
0.5615505102572168 703.1284043947685 0.00352810879191004
0.5664494897427831 703.0157772411056 0.003553780895432156
0.57 702.9350623899765 0.003572380734514338
0.5715505102572168 702.9000670699238 0.003580501816778218
0.5764494897427831 702.7904326162571 0.0036061555006346255
0.58 702.7118551690453 0.003624742797444508
0.5815505102572168 702.6777843783339 0.0036328586128996296
0.5864494897427831 702.5710391466561 0.0036584964864735166
0.59 702.4945258536316 0.003677073105179732
0.5915505102572168 702.4613480986671 0.0036851844609585935
0.5964494897427831 702.3573943296174 0.0037108090473352727
0.6 702.2828759639926 0.003729376791324244
0.6031010205144336 702.2183622348731 0.0037455916297468497
0.6128989794855664 702.0179814972045 0.0037968119347539945
0.62 701.8758259041954 0.0038339240257254177
0.6231010205144336 701.8146401296141 0.003850128872016152
0.6328989794855664 701.624407222739 0.003901323501302044
0.64 701.4894195499951 0.0039384224822956535
0.6462020410288672 701.3735509185132 0.003970823214154367
0.6657979589711327 701.0195824466538 0.004073200737272211
0.68 700.7732203435957 0.0041474144959965376
0.6862020410288673 700.6688700550153 0.004179831359758148
0.7057979589711326 700.3490083661145 0.004282300466652416
0.72 700.1263164854481 0.004356618174125774
0.7231010205144336 700.0791233136129 0.004372852755662716
0.7328989794855663 699.9315118271024 0.004424166636031519
0.74 699.8267181054777 0.004461375724923195
0.7431010205144336 699.7815860183645 0.004477630501699747
0.7528989794855664 699.6412116818896 0.00452901263351586
0.76 699.5415597537686 0.00456627536075651
0.7615505102572168 699.5200777878345 0.004574414492789457
0.766449489742783 699.452656361947 0.0046001376703341335
0.77 699.4043044971651 0.00461878707256213
0.771550510257217 699.3833296609523 0.004626933079294619
0.776449489742783 699.3175885807635 0.004652678504704142
0.78 699.2704430663327 0.004671344528627668
0.781550510257217 699.2499917676433 0.004679497924625534
0.7864494897427831 699.1858932180667 0.0047052672160200395
0.79 699.1399271688939 0.004723951027227184
0.791550510257217 699.119987795802 0.004732112319666204
0.7964494897427831 699.0574956351636 0.004757907072354301
0.8 699.0126833579559 0.0047766098204057375
0.8007752551286084 699.0029564865358 0.004780694497692808
0.8032247448713917 698.9723397720877 0.004793602619549587
0.805 698.9502702187945 0.004802959832065498
0.8057752551286084 698.9406628170817 0.0048070466965703
0.8082247448713917 698.9104344646468 0.004819961791795633
0.81 698.8886452356505 0.004829324117621456
0.8107752551286085 698.8791597821172 0.004833413230735707
0.8132247448713916 698.8493157161677 0.0048463354929267136
0.815 698.827803902563 0.004855703072022972
0.8157752551286085 698.8184391124739 0.004859794494776249
0.8182247448713916 698.7889753470049 0.004872724116399896
0.82 698.767738108795 0.0048820970879223935
0.8215505102572169 698.7492658905163 0.004890285046521
0.8264494897427832 698.691391561542 0.0049161655507185525
0.83 698.6498975577974 0.004934931863384095
0.8315505102572169 698.6318995047865 0.004943129683309729
0.8364494897427832 698.5755021438565 0.004969041833278293
0.84 698.5350700541832 0.004987831543073843
0.8407752551286085 698.5262943731543 0.004991935417777428
0.8432247448713917 698.4986753020454 0.005004904687086598
0.845 698.4787708588004 0.005014306682148921
0.8457752551286085 698.4701041930948 0.0050184132258491625
0.8482247448713917 698.4428432671675 0.005031390988098177
0.8500000000000002 698.4231979679146 0.005040799195408322
0.851550510257217 698.4061077677999 0.005049018166227413
0.8564494897427832 698.3525788537587 0.0050749981061715965
0.8600000000000002 698.3142109201065 0.005093837857870856
0.861550510257217 698.297568421913 0.005102068109670025
0.8664494897427832 698.2454336305946 0.0051280841667243945
0.8700000000000001 698.2080741980463 0.005146950545646733
0.8707752551286084 698.1999619978809 0.005151071315890432
0.8732247448713917 698.1744461744029 0.005164094308159469
0.875 698.156237705016 0.0051735356028221845
0.8757752551286083 698.150162047746 0.005177659187257835
0.8782247448713916 698.1500027218385 0.005190696847569529
0.88 698.1500198230016 0.0052001542332675696
0.8807752551286083 698.149999758163 0.005204286502449072
0.8832247448713917 698.1499963911691 0.005217351668237161
0.885 698.1500056661582 0.005226829021890366
0.8857752551286083 698.1499964714027 0.005230970015264992
0.8882247448713917 698.1499950689607 0.0052440627646041455
0.8899999999999998 698.1500013281877 0.005253560125978585
0.8915505102572167 698.1499941279402 0.005261860953282891
0.896449489742783 698.1499936456386 0.00528812387548235
0.8999999999999998 698.1499955008596 0.005307191733232432
0.9031010205144336 698.1499933448009 0.00532386899671583
0.9128989794855664 698.1499931973195 0.005376705853402359
0.92 698.1499937174001 0.005415135721497108
0.9262020410288672 698.1499931097036 0.00544879464851358
0.9457979589711326 698.1499930679795 0.005555722996676834
0.96 698.1499932117543 0.005633772298555708
0.9724040820577344 698.1499930437684 0.005702323599727278
1.011595917942265 698.1499930324176 0.005921284476813039
1.04 698.1499930737216 0.006082246501454116
1.0524040820577347 698.1499930339289 0.006153143886011548
1.0915959179422654 698.1499930283284 0.00637959375664643
1.12 698.1499930603569 0.0065460565236230076
1.1448081641154693 698.1499930243368 0.006693077150933488
1.2231918358845308 698.1499930223105 0.0071677727040872375
1.28 698.1499930353829 0.007521668834022522
1.3048081641154692 698.1499930234545 0.007678870611106688
1.3831918358845308 698.1499930222163 0.008186391920816731
1.44 698.1499930366083 0.008564713610574102
1.464808164115469 698.1499930240489 0.008732752432529014
1.543191835884531 698.1499930233726 0.009275206712043654
1.6 698.1499930462804 0.009679514460825779
1.6124040820577348 698.1499930359502 0.009769067102337136
1.6515959179422657 698.1499930335724 0.01005505429836682
1.6800000000000002 698.1499931151634 0.01026523558883724
1.6862020410288674 698.149993079538 0.010311457488321636
1.705797958971133 698.1499930751932 0.0104582794633744
1.7200000000000002 698.1499933619588 0.01056543195481786
1.723101020514434 698.1499932350406 0.01058891229620382
1.7328989794855665 698.1499932218077 0.010663298075018738
1.7400000000000002 698.1499941992273 0.010717396771451535
1.7415505102572173 698.1499937578565 0.010729230303273505
1.7464494897427834 698.1499936914106 0.010766669128000174
1.75 698.149996780665 0.010793849970552816
1.7507752551286084 698.1499953481042 0.010799790204565203
1.7532247448713916 698.1499950430232 0.010818571382319174
1.755 698.1500037934358 0.010832194788943863
1.7557752551286083 698.1499964293664 0.010838147264061983
1.7582247448713917 698.1499962690357 0.010856967141184313
1.76 698.1500121537481 0.010870618618947088
1.7607752551286084 698.149999446644 0.010876583360032952
1.7632247448713916 698.1500014040853 0.010895442007073292
1.765 698.1500815223371 0.010909121620271864
1.7657752551286086 698.1500534923599 0.01091509819160764
1.7682247448713917 698.1719910318717 0.010934001357074697
1.77 698.1930543644287 0.01094772193703084
1.7707752551286084 698.2022769482669 0.010953719568444464
1.7732247448713916 698.231617604733 0.0109726928423494
1.775 698.2530479680439 0.010986465758884756
1.7757752551286083 698.2624332149769 0.010992486260266852
1.7782247448713917 698.292279552348 0.011011532094226333
1.78 698.3140733266684 0.011025357883323011
1.781550510257217 698.3332026565813 0.011037448835225384
1.7864494897427832 698.3943341963807 0.011075746889963297
1.79 698.4392755594533 0.011103594756353016
1.7907752551286085 698.4491620238433 0.011109685663517697
1.7932247448713916 698.4805662705656 0.011128954885298008
1.795 698.5034924597761 0.011142943465297032
1.7957752551286084 698.5135437863878 0.011149058460057312
1.7982247448713915 698.5454837916793 0.011168404113270029
1.8 698.5688003822302 0.01118244839662322
1.801550510257217 698.5892748132097 0.011194731015932107
1.8064494897427832 698.6546865038654 0.011233639827970567
1.81 698.7027712553265 0.011261935312645388
1.8115505102572167 698.7239535296682 0.011274317646736387
1.8164494897427832 698.7916129219353 0.01131354427069628
1.82 698.8413496564987 0.011342072741184648
1.8207752551286085 698.8522919285035 0.011348313122543387
1.823224744871392 698.8870475665952 0.011368056677494949
1.825 698.9124179933507 0.011382390993496591
1.8257752551286088 698.9235436210369 0.011388657493508132
1.828224744871392 698.9588917849802 0.011408483942509049
1.83 698.9846946847565 0.011422878689243895
1.8307752551286085 698.9960102029207 0.011429171673361887
1.833224744871392 699.0319614148323 0.011449082179549742
1.835 699.0582045336481 0.011463538208118611
1.8357752551286084 699.0697133275945 0.011469858050183026
1.8382247448713915 699.1062784428004 0.011489853803477978
1.84 699.1329697681018 0.011504371984665456
1.8415505102572167 699.1564117126543 0.011517070408480427
1.8464494897427832 699.2313008352323 0.011557304785545822
1.85 699.2863557165299 0.011586572333908416
1.8515505102572167 699.310610845429 0.011599382211495006
1.8564494897427832 699.3880898266589 0.011639972038974268
1.86 699.4450513858342 0.011669500383705756
1.8615505102572167 699.4701475210267 0.011682425004556024
1.8664494897427832 699.550316329522 0.011723380837620211
1.87 699.6092590305542 0.011753177785723497
1.8715505102572167 699.6352292406909 0.011766220601580528
1.8764494897427832 699.7181946229508 0.01180755351979382
1.88 699.7791980149634 0.011837627269821334
1.8831010205144336 699.8330936218929 0.011863975777599695
1.8928989794855664 700.007262511768 0.011947737572859168
1.9 700.1371990799361 0.012008939279643322
1.9031010205144336 700.1950021181628 0.012035799603852902
1.9128989794855664 700.381779940432 0.012121212048307392
1.92 700.521188126903 0.01218364304319354
1.9215505102572168 700.5521409512017 0.012197335188072372
1.9264494897427833 700.6509740411875 0.012240741007267629
1.93 700.7236873780779 0.012272337657815833
1.9315505102572168 700.7557397074182 0.012286172868864314
1.9364494897427833 700.8581914352003 0.012330035717507171
1.94 700.933579381039 0.012361968436092234
1.9415505102572168 700.9668143584611 0.012375951708562294
1.946449489742783 701.0730604874373 0.012420287666260814
1.95 701.151254594873 0.01245256839619764
1.9515505102572168 701.1857308621832 0.012466705024289476
1.956449489742783 701.2959613892249 0.012511531141265938
1.96 701.37710397538 0.012544172554996378
1.9607752551286084 701.3949717680196 0.01255131721824592
1.9632247448713915 701.4517523271624 0.01257393276194932
1.965 701.4932301385953 0.012590362741950722
1.9657752551286083 701.5114311108789 0.012597548198734128
1.9682247448713917 701.5692891235972 0.012620293408612666
1.97 701.6115564015448 0.012636818107378125
1.9707752551286084 701.6301044981668 0.01264404512609401
1.9732247448713915 701.689068567118 0.012666922454796474
1.975 701.7321464090726 0.012683543673801926
1.9757752551286083 701.7510509439959 0.01269081304756197
1.978224744871392 701.8111509006534 0.012713825026980798
1.98 701.8550613155961 0.012730544626257697
1.9815505102572168 701.8936586620716 0.012745176492479634
1.9864494897427831 702.0171493410443 0.012791586459661884
1.99 702.1081177739579 0.012825394288337576
1.9915505102572169 702.1482508114718 0.012840204256136203
1.9964494897427831 702.2766627820699 0.012887184189635312
2.0 702.3712830870353 0.012921412128360774
2.0031010205144337 702.455028075051 0.012951432231812688
2.0128989794855663 702.7266663823884 0.01304706899263012
2.02 702.930306483643 0.013117148530279956
2.0231010205144337 703.0212202019039 0.013147960450471518
2.0328989794855663 703.3162464171704 0.013246169334846424
2.04 703.5377366536019 0.013318183196457068
2.0431010205144338 703.6367233175719 0.013349859293877667
2.0528989794855663 703.9583487297259 0.013450880375056866
2.06 704.2002172078485 0.013525014266718371
2.063101020514434 704.3084461939328 0.013557638967113228
2.0728989794855663 704.6606232384577 0.01366175332082253
2.08 704.9259993530926 0.013738225695688956
2.083101020514434 705.0449246910249 0.013771898609491634
2.0928989794855664 705.4325929445631 0.013879439193251577
2.1 705.7254135728772 0.013958510245474336
2.101550510257217 705.7909734134507 0.013975906357197351
2.1064494897427832 706.0011556494871 0.01403118748615894
2.1100000000000003 706.156860620832 0.014071558748246563
2.1115505102572167 706.2258159074152 0.014089271347499174
2.1164494897427835 706.4474677515303 0.014145571942260612
2.12 706.6118020995393 0.014186701229838635
2.1207752551286085 706.6481477885777 0.014195718935481506
2.123224744871392 706.7639426423008 0.014224299871510636
2.125 706.8488565209335 0.014245098851747422
2.1257752551286084 706.886210686462 0.01425420445608005
2.128224744871392 707.0053144010947 0.014283066013165669
2.13 707.092675417562 0.014304071174986496
2.1315505102572168 707.1697118220452 0.014322478325868356
2.136449489742783 707.4177721530649 0.014381019297447202
2.14 707.6020328586193 0.014423817528917594
2.141550510257217 707.683785662406 0.014442607610930872
2.1464494897427837 707.9471604797654 0.014502385688628596
2.1500000000000004 708.1430133943563 0.014546107409725943
2.1515505102572168 708.2299762807203 0.014565308168644172
2.1564494897427835 708.510394527382 0.014626414570655366
2.16 708.7191801701995 0.014671129475977592
2.161550510257217 708.8119659089675 0.014690772351361797
2.1664494897427837 709.111471546136 0.014753310674233189
2.17 709.3347807637284 0.014799098158802195
2.171550510257217 709.4341186399665 0.014819219034932626
2.176449489742783 709.7551522616244 0.01488330782200477
2.18 709.9948927867129 0.014930259049296382
2.1815505102572166 710.101660199535 0.014950899218685651
2.1864494897427837 710.4471689765088 0.015016675271749724
2.1900000000000004 710.7056557306569 0.01506489585776528
2.1915505102572173 710.8209213104719 0.01508610327688194
2.1964494897427835 711.1945099685396 0.015153725996083094
2.2 711.4745900693149 0.01520333955321912
2.2015505102572166 711.5996737577518 0.015225170508301836
2.2064494897427838 712.0058164893753 0.015294827685765792
2.21 712.3110463236593 0.015345980594473785
2.2107752551286084 712.3791627819003 0.015357227137029928
2.2132247448713915 712.5971941235373 0.015392948211758468
2.215 712.7582980324853 0.01541901739678452
2.2157752551286083 712.829524979005 0.015430450323550697
2.218224744871392 713.0580241947083 0.015466771148242133
2.22 713.226997152091 0.015493285657469888
2.2207752551286086 713.3017432539544 0.015504915964275136
2.223224744871392 713.5416881533315 0.015541872442601776
2.2250000000000005 713.7192798064438 0.01556885945638754
2.225775255128609 713.7978848651327 0.015580699334188278
2.228224744871392 714.0503981758485 0.015618331333787204
2.2300000000000004 714.2374715547113 0.015645821096155515
2.230775255128609 714.3203275109124 0.01565788412759166
2.233224744871392 714.586707093702 0.015696236142885237
2.2350000000000003 714.784262756437 0.015724262485135553
2.2357752551286088 714.8718249662046 0.015736563885594013
2.238224744871392 715.1535823551174 0.015775685853348265
2.24 715.362789334462 0.015804286841139388
2.2407752551286086 715.4555910747482 0.01581684375747782
2.243224744871392 715.7545012597209 0.01585679207108067
2.245 715.9767372493719 0.015886010813086163
2.2457752551286085 716.0754086315973 0.015898842698074834
2.248224744871392 716.3935752678765 0.015939681484004257
2.25 716.6304795725391 0.01596956715510071
2.2507752551286084 716.7357725777283 0.015982696242802255
2.253224744871392 717.0757147455304 0.01602449898845963
2.255 717.3292591936146 0.016055108142460712
2.2557752551286083 717.4420813740429 0.016068560060448888
2.258224744871392 717.806851049824 0.016111411721154364
2.26 718.0794367190433 0.016142810001567275
2.2607752551286087 718.2008974378019 0.016156614572197112
2.263224744871392 718.5942417321739 0.016200614344617986
2.265000000000001 718.8888336542432 0.01623287875401458
2.265775255128609 719.02030891521 0.016247071062541245
2.268224744871392 719.4468992583979 0.01629233610599304
2.2700000000000005 719.7672185284225 0.016325558078170238
2.270775255128609 719.9104441549529 0.0163401799268805
2.273224744871392 720.3762085905814 0.0163868504678507
2.2750000000000004 720.7270139703979 0.01642114012558713
2.275775255128609 720.8842234382352 0.016436242062366303
2.278224744871392 721.396843224804 0.016484488578517496
2.28 721.7843573839546 0.01651998079878766
2.2807752551286087 721.958492705119 0.0165356250292874
2.283224744871392 722.5281714376334 0.016585658670690617
2.285 722.9607510825774 0.0166225220106073
2.285775255128609 723.1557986671257 0.016638786723922903
2.288224744871392 723.796505446912 0.016690874987541137
2.29 724.2857440893952 0.016729325346053793
2.2907752551286085 724.5072962421125 0.01674631141092722
2.293224744871392 725.2388824205699 0.016800802779421833
2.295 725.8015294886056 0.01684112534066627
2.2957752551286084 726.0577810071933 0.016858967214598102
2.298224744871392 726.9098258653246 0.016916332073374687
2.3000000000000003 727.5713691702726 0.0169589187599923
2.3007752551286087 727.8750251588874 0.016977803453418566
2.3032247448713923 728.894428469115 0.017038706995817766
2.3050000000000006 729.6964159233146 0.01708412565006852
2.3057752551286086 730.0687220636473 0.017104328631084343
2.308224744871392 731.33644738401 0.017169773500512818
2.3100000000000005 732.3533838580177 0.01721891011824134
2.310775255128609 732.8338530319713 0.017240871789067896
2.313224744871392 734.5080264322806 0.01731251614752012
2.3150000000000004 735.8936352548375 0.017366915976717183
2.315775255128609 736.5683560094817 0.017391435575938106
2.318224744871392 739.0240966184444 0.017472456189465333
2.3200000000000003 741.1744088509776 0.01753536437912294
2.3207752551286087 742.3332633855782 0.017563886991855255
2.323224744871392 746.6583715823884 0.01766331512896551
2.325 748.1500050073557 0.017741402615797323
2.3257752551286086 748.1500070205078 0.01777620040470319
2.328224744871392 748.1500073329413 0.017886498417722226
2.33 748.150006995196 0.017966770780287473
2.3307752551286085 748.1500073541465 0.018001914206894627
2.333224744871392 748.1500074126243 0.01811330739014295
2.335 748.1500072150186 0.018194376418133016
2.3357752551286084 748.1500074080254 0.01822986852740373
2.338224744871392 748.1500074368746 0.01834236652117452
2.3400000000000003 748.15000729872 0.018424239219288565
2.3415505102572167 748.1500074569353 0.018495981746626623
2.3464494897427834 748.1500074674589 0.01872410440115425
2.3500000000000005 748.1500074257863 0.01889081566742372
2.3515505102572174 748.1500074660056 0.0189639846708476
2.356449489742784 748.1500074718907 0.019196639746215056
2.3600000000000003 748.1500074417123 0.01936666001359628
2.363101020514434 748.1500074761126 0.019516128220045545
2.3728989794855666 748.1500074783728 0.019994400293179383
2.38 748.1500074690107 0.020346801291653
2.3831010205144336 748.1500074780198 0.02050223521559712
2.392898979485566 748.150007479333 0.020999565684541976
2.4 748.1500074725149 0.021365979192413263
2.406202041028868 748.1500074802829 0.021690168068797335
2.4257979589711325 748.1500074807946 0.022740447749169057
2.44 748.1500074786909 0.02352685239618763
2.4462020410288674 748.1500074807186 0.023877072353896665
2.4657979589711325 748.1500074810161 0.025011369495116943
2.48 748.1500074795027 0.025860365853053083
2.4924040820577344 748.1500074812305 0.026620854648562037
2.5315959179422656 748.1500074813459 0.029143974317272905
2.56 748.1500074808923 0.031091622346540677
2.584808164115469 748.1500074814206 0.03287837860043493
2.663191835884531 748.1500074814583 0.0390830586994488
2.72 748.1500074813422 0.04415040306420485
2.7448081641154687 748.150007481457 0.04652387809219543
